,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
90,Poppy,78,뽀삐,Poppy_Passive.png,강철의 외교관,뽀삐가 던진 방패가 대상을 맞히고 튕겨나갑니다. 뽀삐는 방패를 다시 주워 일시적인 보호막 효과를 얻을 수 있습니다.,PoppyQ.png,망치 강타,"[8, 7, 6, 5, 4]",35/40/45/50/55,430,뽀삐가 땅을 힘껏 내려쳐 ?+최대 체력의 ?%에 해당하는 물리 피해를 입히고 지대를 불안정하게 만듭니다. 불안정한 지대는 적을 ?% 둔화시키고 ?초 뒤 폭발하여 ?+최대 체력의 ?%에 해당하는 물리 피해를 입힙니다.,PoppyW.png,굳건한 태세,"[24, 22, 20, 18, 16]",50,400,기본 지속 효과: 뽀삐가 ?의 방어력과 ?의 마법 저항력을 추가로 얻습니다. 뽀삐의 체력이 ?% 미만일 때는 효과가 두 배로 늘어납니다.사용 시: 뽀삐의 이동 속도가 ?% 증가하고 역장을 둘러 ?초 동안 주변에서 돌진하는 적을 막습니다. 가로막힌 적은 ?초 동안 이동 스킬을 사용할 수 없고 ?% 둔화되며 ?의 마법 피해를 입습니다.,PoppyE.png,용감한 돌진,"[14, 13, 12, 11, 10]",70,475,뽀삐가 하나의 적에게 돌진해 ?의 물리 피해를 입히고 앞으로 밀어냅니다. 적이 지형에 부딪히면 적이 ?초 동안 기절하고 ?의 추가 물리 피해를 입습니다.,PoppyR.png,수호자의 심판,"[140, 120, 100]",100,500,충전 시작 시: 뽀삐가 최대 ?초 동안 망치를 충전하고 ?% 둔화됩니다.사용 시: 뽀삐가 지면에 강력한 일격을 날려 균열을 일으킵니다. 처음 적중한 적 챔피언과 주변 적은 ?의 물리 피해를 입고 모두 넥서스 쪽으로 밀려나고 공중에 떠오른 적은 대상으로 지정할 수 없게 됩니다. 균열의 길이와 적을 밀어내는 거리는 정신을 충전 시간에 비례합니다.충전하지 않고 바로 사용할 경우 ?의 물리 피해를 입히고 적을 ?초 동안 공중으로 띄워 올립니다.
91,Pyke,555,파이크,Pyke_Passive.png,가라앉은 자들의 축복,"파이크가 적에게 보이지 않는 상태가 되면 최근 적 챔피언에게 잃었던 체력의 일부를 빠르게 회복합니다. 또한, 어떤 방법으로든 파이크가 획득한 추가 최대 체력은 모두 추가 공격력으로 전환됩니다.",PykeQ.png,뼈 작살,"[10, 9.5, 9, 8.5, 8]",50/55/60/65/70,400,짧게 누를 때: 파이크가 공격해 처음 적중한 적에게 ?의 물리 피해를 입힙니다. (챔피언 우선)길게 누를 때: 파이크가 작살을 던져 처음 적중한 적에게 ?의 물리 피해를 입히고 자신 앞으로 끌어당깁니다. 적중한 적은 1초 동안 90% 둔화됩니다.,PykeW.png,유령 잠수,"[12, 11.5, 11, 10.5, 10]",50,600,파이크가 위장 상태에 돌입하고 이동 속도가 ?% 증가합니다. 이동 속도는 ?초에 걸쳐 원래대로 돌아옵니다.,PykeE.png,망자의 물살,"[15, 14, 13, 12, 11]",40,550,"파이크가 돌진하며, 돌진을 시작했던 지점에 유령이 생성됩니다. 유령은 ?초 동안 적 챔피언을 기절시키고 ?의 물리 피해를 입힙니다.",PykeR.png,깊은 바다의 처형,"[120, 100, 80]",100,750,"파이크가 X 모양의 영역 내에 있는 모든 적 챔피언에게 피해를 주며, 체력이 ? 미만인 적에게 순간이동하여 처형합니다. 체력이 기준 이상인 챔피언과 챔피언이 아닌 대상의 경우, ?의 물리 피해를 입습니다. 적 챔피언이 X 구역 안에서 처치되면 파이크와 챔피언 처치를 도운 아군에게도 챔피언 처치와 동일한 골드가 추가 수당으로 주어집니다. 또한, 파이크는 ?초 안에 이 스킬을 재사용할 수 있습니다."
92,Qiyana,246,키아나,Qiyana_Passive.png,왕가의 특권,키아나의 첫 기본 공격이나 스킬은 적에게 적중하면 추가 피해를 입힙니다.,QiyanaQ.png,원소의 분노 / 이쉬탈의 칼날,"[7, 7, 7, 7, 7]",35,525,무기에 원소의 힘이 없으면 무기를 휘두르며 좁은 영역에 있는 적들에게 ?의 물리 피해를 입힙니다. 원소의 힘에 따라 사거리가 증가하고 추가 효과를 얻습니다.얼음의 힘: 적들을 잠시 동안 속박한 다음 ?초 동안 ?%만큼 둔화시킵니다.바위의 힘: 체력이 ?%보다 낮은 적에게 ?의 추가 물리 피해를 입힙니다.야생의 힘: 투명 상태가 되고 이동 속도가 ?% 상승하는 영역을 생성합니다.,QiyanaW.png,대지창조,"[7, 7, 7, 7, 7]",25/30/35/40/45,1100,"기본 지속 효과: 무기에 원소의 힘이 부여된 상태에서는 공격 속도가 ?% 증가하고 기본 공격이 ?의 추가 마법 피해를 입힙니다. 또한 전투에서 벗어나 힘을 흡수한 지형 근처에 있으면 이동 속도가 ?% 증가합니다.사용 시: 근처 수풀, 지형 또는 강을 향해 돌진하며 해당 지형으로부터 원소의 힘을 흡수해 무기에 부여하고, 원소의 분노 / 이쉬탈의 칼날 재사용 대기시간을 초기화합니다",QiyanaE.png,대담무쌍,"[12, 11, 10, 9, 8]",40/45/50/55/60,650,적을 통과해 돌진하며 ?의 물리 피해를 입힙니다.,QiyanaR.png,여왕의 진가,"[120, 120, 120]",100,950,키아나가 충격파를 발사합니다. 충격파는 적을 뒤로 밀어내며 벽에 적중 시 폭발합니다. 폭발 후 해당 지형의 외곽 전체도 폭발하여 적을 0.5~?초 동안 기절시키고 ?+최대 체력의 ?에 해당하는 물리 피해를 입힙니다. 기절 지속시간은 충격파가 이동한 거리에 비례합니다.충격파가 통과하는 강이나 수풀도 잠시 후 폭발하며 적들에게 같은 피해를 입히고 기절시킵니다.
93,Quinn,133,퀸,Quinn_Passive.png,매사냥,데마시아 독수리 발러가 주기적으로 적에게 취약 표식을 남깁니다. 취약해진 대상에 대한 퀸의 첫 번째 기본 공격은 추가 물리 피해를 입힙니다.,QuinnQ.png,실명 공격,"[11, 10.5, 10, 9.5, 9]",50/55/60/65/70,1025,발러가 날아가 처음 적중한 적에게 취약 표식을 남기고 ?초간 대상의 시야 반경을 줄입니다. 이후 주변의 모든 적에게 ?의 물리 피해를 입힙니다.최초 대상이 챔피언이 아닌 경우 대상은 ?초 동안 공격 불가 상태가 됩니다.,QuinnW.png,예리한 감각,"[50, 45, 40, 35, 30]",0,2100,기본 지속 효과: 취약 상태인 대상을 공격하면 공격 속도가 ?% 상승하고 이동 속도가 ?초간 ?% 상승합니다.사용 시: 발러가 ?초 동안 주변의 넓은 지역을 드러냅니다.,QuinnE.png,공중제비,"[12, 11, 10, 9, 8]",50,675,퀸이 적에게 돌진해 ?의 물리 피해를 입히고 대상에게 취약 표식을 남깁니다. 퀸이 뛰어오르며 뒤쪽으로 물러나며 대상을 잠시 뒤로 밀어내고 ?% 둔화시킵니다. 둔화 효과는 ?초에 걸쳐 사라집니다.,QuinnR.png,후방 지원,"[3, 3, 3]",100/50/0,700,퀸이 발러를 불러 자신을 돕게 합니다. 2초간 정신 집중 후 둘은 하나가 되어 이동 속도가 ?% 증가하고 이 스킬을 재사용할 수 있게 됩니다. 공격하거나 실명 공격 또는 공중제비 스킬을 사용하면 이 스킬을 재사용할 수 있습니다.재사용 시: 퀸과 발러가 공중에서 강습해 적 챔피언에게 ?의 물리 피해를 입히고 취약 표식을 남긴 후 스킬을 종료합니다.
94,Rakan,497,라칸,Rakan_Passive.png,요술 망토,라칸에게 주기적으로 보호막이 생성됩니다.,RakanQ.png,빛나는 깃털,"[0, 0, 0, 0, 0]",60,850,마법이 깃든 깃털을 던져 처음 적중한 적에게 ?의 마법 피해를 입힙니다.챔피언 또는 에픽 정글 몬스터를 맞힐 경우 ?초 뒤 라칸과 주변 아군이 ?만큼 체력을 회복합니다. 라칸이 아군에게 닿으면 회복 효과가 즉시 발동됩니다.,RakanW.png,화려한 등장,"[18, 16.5, 15, 13.5, 12]",50/60/70/80/90,600,라칸이 돌진했다가 공중으로 날아 오르며 적들을 ?초 동안 공중으로 띄워 올리고 ?의 마법 피해를 입힙니다.,RakanE.png,전쟁무도,"[0, 0, 0, 0, 0]",60/70/80/90/100,650,라칸이 아군 챔피언에게 도약해 ?초 동안 ?의 피해를 흡수하는 보호막을 씌웁니다.라칸은 ?초 안에 이 스킬을 재사용할 수 있습니다.,RakanR.png,매혹의 질주,"[130, 110, 90]",100,150,라칸이 ?초 동안 ?%의 이동 속도를 얻습니다. 처음 라칸과 닿는 적은 ?의 마법 피해를 입고 ?초 동안 매혹됩니다. 처음 챔피언에게 닿으면 이동 속도가 ?% 빨라졌다가 점차 감소합니다.
95,Rammus,33,람머스,Rammus_Passive.png,가시박힌 껍질,람머스가 기본 공격 시 방어력에 비례해 추가 마법 피해를 입힙니다.,RammusQ.png,대회전,"[16, 13.5, 11, 8.5, 6]",60,300,"람머스가 공 모양으로 몸을 말아 이동 속도가 ? 증가하고, ?초 동안 이동 속도가 ?까지 증가합니다. 람머스가 적과 충돌하면 멈추며, ?의 마법 피해를 입히고, 뒤로 밀어내며, ?초 동안 주변 적들을 ?% 둔화시킵니다.재사용 시: 이 스킬을 일찍 종료합니다.",RammusW.png,몸 말아 웅크리기,"[6, 6, 6, 6, 6]",40,300,"람머스가 방어 태세에 들어가 방어력을 ?, 마법 저항력을 ? 증가시키고, ?초 동안 자신을 ?% 둔화시킵니다. 스킬이 활성화된 동안 가시박힌 껍질의 피해량이 ?% 증가하고, 람머스를 공격한 적에게 피해를 줍니다.기본 공격 시 지속시간이 ?초 증가합니다. (최대 ?초)재사용 시: 이 스킬을 일찍 종료합니다.",RammusE.png,광란의 도발,"[12, 12, 12, 12, 12]",50,325,람머스가 ?초 동안 적 챔피언이나 정글 몬스터를 도발하고 ?초 동안 공격 속도가 ?% 증가합니다.,RammusR.png,지진 폭격,"[110, 95, 80]",100,25000,"람머스가 공중으로 뛰어오른 후 지점에 착지하여 ?의 마법 피해를 입히고 ?초 동안 적을 ?% 둔화시킵니다. 중앙에 있는 적들은 람머스가 뛰어오른 거리에 따라 추가 피해를 입습니다. (최대: ?의 마법 피해) 대회전 중에 사용했다면 중앙에 있는 적들은 ?초 동안 공중에 뜹니다.이후 ?초 동안 해당 지점에 여진이 ?회 발생하며, 각각 ?의 마법 피해를 입히고 둔화 효과를 중첩합니다. (최대: ?%)이 스킬의 범위는 람머스의 이동 속도에 따라 증가합니다."
96,RekSai,421,렉사이,RekSai_Passive.png,제르사이의 분노,렉사이의 기본 공격과 기본 스킬이 적중할 때마다 분노가 생성됩니다. 생성된 분노는 매복 상태일 때 체력 회복에 사용됩니다.,RekSaiQ.png,여왕의 진노 / 먹잇감 추적,"[4, 4, 4, 4, 4]",0,325,돌출 상태: 렉사이가 ?초 안에 가하는 3회의 기본 공격이 주변 적들에게 ?의 물리 피해를 추가로 입힙니다.,RekSaiW.png,매복 / 돌출,"[4, 4, 4, 4, 4]",0,1650,"돌출 상태: 렉사이가 땅속으로 매복해 새로운 스킬을 사용할 수 있게 되고 ?의 이동 속도를 얻지만, 기본 공격은 할 수 없는 상태가 됩니다. 시야 범위도 축소됩니다. 그러나 보이지 않지만 이동하고 있는 근처 적들의 위치를 파악해 아군에게 표시합니다.",RekSaiE.png,성난 이빨 / 땅굴 파기,"[12, 12, 12, 12, 12]",0,250,돌출 상태: 렉사이가 대상을 물어뜯어 ?의 물리 피해를 입힙니다. 분노가 최대치일 경우 ?의 고정 피해를 입힙니다.,RekSaiR.png,공허의 돌진,"[100, 90, 80]",0,1500,"렉사이가 ?초 내에 피해를 입힌 적을 표적으로 삼은 후, 땅속으로 들어가 대상으로 지정할 수 없는 상태가 됩니다. 잠시 후, 대상에게 도약해 ?+잃은 체력의 ?%에 해당하는 물리 피해를 입힙니다. 도약 중인 렉사이는 멈출 수 없습니다."
97,Rell,526,렐,Rell_Passive.png,갑옷 파쇄,"렐의 공격 속도는 느리지만 적중 시 대상의 방어력과 마법 저항력을 훔치고, 훔친 수치에 비례해 추가 피해를 입힙니다.",RellQ.png,파열의 일격,"[9, 8, 7, 6, 5]",50,700,렐이 창을 찔러 모든 보호막을 파괴하고 ?의 마법 피해를 입힙니다. 처음 창에 맞은 유닛은 ?의 피해를 입고 갑옷 파쇄 효과로 인해 방어력과 마법 저항력을 빼앗깁니다. 렐이 아군과 인력과 척력 스킬로 연결된 상태라면 둘 다 적중한 적 챔피언 하나당 ?+잃은 체력의 ?%만큼 회복합니다.,RellW.png,철마술: 붕괴,"[11, 11, 11, 11, 11]",40,550,기본 지속 효과 - 탑승: 렐의 이동 속도가 ? 상승합니다. 피해를 입으면 이 효과가 감소합니다. 사용 시 - 철마술: 붕괴: 렐이 탈것에서 뛰어내리며 ?초 동안 적들을 띄워 올리고 ?의 마법 피해를 입힙니다. 그런 다음 중갑 상태로 변하며 ?의 피해를 흡수하는 보호막을 얻고 이동 속도가 감소하며 철마술: 탑승 스킬을 사용할 수 있게 됩니다.,RellE.png,인력과 척력,"[18, 16.25, 14.5, 12.75, 11]",40,1500,"렐이 자신의 갑옷 조각을 아군 챔피언에게 부착합니다. 해당 아군은 렐 근처에 있을 때 방어력이 ?, 마법 저항력이 ? 증가합니다. 부착 시 소모값이 없으며 3초 후에 다시 사용할 수 있습니다.렐이 아군 챔피언을 대상으로 지정하지 않고 이 스킬을 사용하면 결속을 끊으며 자신과 아군 주변 및 둘 사이에 있는 적들을 기절시키고 ?의 마법 피해를 입힙니다.",RellR.png,자기 폭풍,"[120, 100, 80]",100,200,렐이 자기 폭발을 일으켜 근처 적들을 렐 쪽으로 끌어당깁니다. 그런 다음 ?초 동안 근처 적들을 계속 잡아당기며 ?의 마법 피해를 입힙니다.
98,Renekton,58,레넥톤,Renekton_Passive.png,분노의 지배,레넥톤이 기본 공격 시 분노를 생성합니다. 레넥톤의 체력이 낮으면 생성되는 분노가 증가합니다. 분노는 레넥톤의 스킬을 강화시키며 추가 효과를 줍니다.,RenektonQ.png,양떼 도륙,"[8, 8, 8, 8, 8]",0,325,"레넥톤이 검을 휘둘러 ?의 물리 피해를 입힙니다. 챔피언이 아닌 대상을 맞히면 ?의 체력을, 챔피언을 맞힐 때는?의 체력을 회복합니다. (최대 ?의 체력 회복) 챔피언이 아닌 대상을 맞힐 때는 분노 2.5, 챔피언을 맞힐 때는 분노 10이 생성됩니다. (최대 30의 분노 생성)분노 추가 효과: 물리 피해로 입히는 피해량이 ?만큼 상승합니다. 챔피언이 아닌 대상에게서 ?의 체력을, 챔피언에게서 ?의 체력을 회복합니다. (최대 ?의 체력 회복) 더 이상 분노가 생성되지 않습니다.",RenektonW.png,무자비한 포식자,"[13, 12, 11, 10, 9]",0,300,레넥톤의 다음 기본 공격은 두 번 베어 ?초 동안 적을 기절시키고 총 ?의 물리 피해를 입힙니다. 레넥톤이 챔피언을 맞히면 추가로 ?의 분노를 얻습니다.분노 추가 효과: 레넥톤이 세 번 공격하여 대상의 보호막을 파괴한 후 ?의 물리 피해를 입히고 ?초 동안 적을 기절시킵니다. 더 이상 분노가 생성되지 않습니다.,RenektonE.png,자르고 토막내기,"[18, 17, 16, 15, 14]",0,450,"레넥톤이 돌격하며 ?의 물리 피해를 입힙니다. 챔피언이 아닌 대상을 맞힐 때는 ?의 분노가, 챔피언을 맞힐 때는 ?의 분노가 생성됩니다. 한 명 이상의 적에게 피해를 입힐 경우 ?초 내에 이 스킬을 한 번 재사용할 수 있습니다. 분노 추가 효과: 재사용 시 레넥톤이 돌격하며 ?의 물리 피해를 입히고 ?초 동안 방어력을 ?% 감소시킵니다. 더 이상 분노가 생성되지 않습니다.",RenektonR.png,강신,"[120, 120, 120]",0,20,레넥톤이 ?초 동안 어둠의 기운으로 자신을 감싸며 ?의 최대 체력과 ?의 분노를 얻습니다. 스킬이 활성화되어 있는 동안 레넥톤은 ?의 마법 피해를 입히고 초당 ?의 분노를 얻습니다.
99,Rengar,107,렝가,Rengar_Passive.png,보이지 않는 포식자,"수풀에서 기본 공격을 사용하면 대상에게 도약합니다. 야성 중첩이 없을 때 도약하면 야성 중첩을 얻습니다.야성이 최대로 중첩되면 다음 스킬 공격이 강화되고, 강화된 스킬 사용 시 이동 속도가 몇 초 동안 증가합니다.적 챔피언을 처치하면 뼈이빨 목걸이에 걸 전리품이 늘어나며 추가 공격력을 얻습니다.",RengarQ.png,포악함,"[0.25, 0.25, 0.25, 0.25, 0.25]",0,450,다음 2회 기본 공격의 공격 속도가 ?% 증가합니다. 첫 번째 공격은 추가로 ?의 물리 피해를 입힙니다.최대 야성: 첫 번째 공격이 ?의 물리 피해를 입히고 ?초 동안 공격 속도가 ? 증가합니다.,RengarW.png,전투의 포효,"[0.25, 0.25, 0.25, 0.25, 0.25]",0,450,렝가가 포효하여 근처 적에게 ?의 마법 피해를 입히고 지난 ?초 동안 입은 피해의 ?%를 회복합니다.최대 야성: ?의 마법 피해를 입히고 추가로 군중 제어 효과를 해제합니다.,RengarE.png,올가미 투척,"[0.25, 0.25, 0.25, 0.25, 0.25]",0,1000,렝가가 올가미를 던져 처음으로 맞힌 적에게 ?의 물리 피해를 입히고 ?초 동안 ?% 둔화시킵니다.최대 야성: ?의 물리 피해를 입히고 ?초 동안 속박합니다.,RengarR.png,사냥의 전율,"[110, 90, 70]",0,2500/3000/3500,?초 동안 렝가의 이동 속도가 ?% 증가하며 가장 가까운 적 챔피언에 대한 절대 시야를 얻습니다.?초가 지나면 렝가는 위장 상태가 되어 수풀에 있지 않아도 도약할 수 있습니다. 가장 가까이 있는 적에게 도약 시 ?의 물리 피해를 추가로 입히며 ?초 동안 대상의 방어력을 ?만큼 감소시키고 이 스킬을 종료합니다.
100,Riven,92,리븐,Riven_Passive.png,룬 검,리븐이 스킬을 사용하면 검이 충전됩니다. 기본 공격을 가하면 충전 횟수를 소모해 추가 피해를 입힙니다.,RivenQ.png,부러진 날개,"[13, 13, 13, 13, 13]",0,275,"리븐이 전방으로 짧게 돌진하여 ?의 물리 피해를 입힙니다. 이 스킬은 2회 재사용할 수 있습니다. 최초 재사용 시 기존과 똑같은 효과가 적용되지만, 두 번째에는 다른 효과가 적용됩니다.재사용 시: 리븐이 공중으로 뛰어 오른 후 땅을 내려찍으며 ?의 물리 피해를 주고 주위 적들을 0.75초 동안 공중으로 띄워 올립니다.",RivenW.png,기 폭발,"[11, 10, 9, 8, 7]",0,260,리븐의 검에서 룬 에너지가 방출되어 ?의 물리 피해를 입히고 ?초간 적을 기절시킵니다.,RivenE.png,용맹,"[10, 9, 8, 7, 6]",0,250,리븐이 재빨리 돌진한 후 1.5초 동안 지속되는 ?의 보호막을 얻습니다.,RivenR.png,추방자의 검,"[120, 90, 60]",0,200,리븐의 검이 정신력으로 충만하여 ?초 동안 공격력이 ? 상승하고 공격 스킬과 기본 공격의 사거리가 증가합니다. 활성화된 동안 재사용할 수 있습니다.재사용 시: 바람 가르기를 사용해 대상이 잃은 체력에 비례하여 ?~?의 물리 피해를 입힙니다.
